full_name,name,owner,owner_type,created_at,updated_at,forks_count,stars_count,default_branch,topics,language,open_issues_count,open_pull_requests_count,branches_count,tags_count,commits_count,watchers_count,releases_count,packages_count,contributors_count,languages,close_issues_count,issues_count,close_pull_requests_count,pull_requests_count
openweave/openweave-core,openweave-core,openweave,Organization,2017-08-30T18:22:10Z,2023-01-27T19:50:35Z,111,225,master,[],C++,56,23,118,7,1915,47,0,0,58,"['C++', 'Python', 'C', 'Makefile', 'Objective-C++', 'Java']",68,124,546,569
project-chip/connectedhomeip,connectedhomeip,project-chip,Organization,2020-03-03T17:05:10Z,2023-02-19T10:14:08Z,1326,5710,master,"['build-with-matter', 'chip', 'connected-devices', 'connected-home', 'connectedhomeip', 'connectivity-standards-alliance', 'csa-iot', 'internet-of-things', 'iot', 'matter', 'standard']",C++,817,84,36,21,11292,186,14,0,374,"['C++', 'Python', 'C', 'ZAP', 'Objective-C', 'Objective-C++']",7739,8556,16526,16610
project-chip/zap,zap,project-chip,Organization,2020-03-27T19:01:59Z,2023-02-18T10:50:28Z,61,88,master,[],ZAP,108,12,9,23,3518,21,23,0,37,"['ZAP', 'JavaScript', 'Vue', 'TypeScript', 'Shell', 'Sass']",213,321,603,615
andy31415/rs-value-plotter,rs-value-plotter,andy31415,User,2022-01-22T02:50:36Z,2023-02-18T18:42:56Z,5,29,master,[],Rust,1,0,1,0,13,3,0,0,0,['Rust'],1,2,0,0
andy31415/rust-esp32-c3-demos,rust-esp32-c3-demos,andy31415,User,2022-03-13T19:03:47Z,2023-01-16T08:18:34Z,3,19,master,[],Rust,2,0,2,0,3,2,0,0,0,['Rust'],0,2,0,0
andy31415/rust-cortex-m0-demos,rust-cortex-m0-demos,andy31415,User,2022-03-12T15:35:45Z,2022-12-07T07:42:33Z,2,9,master,[],Rust,0,0,10,0,12,1,0,0,0,"['Rust', 'GDB']",0,0,0,0
andy31415/rust-stm32f3-discovery-adc-heart-sensor,rust-stm32f3-discovery-adc-heart-sensor,andy31415,User,2022-01-13T01:28:15Z,2023-02-17T01:13:55Z,1,7,master,[],Rust,0,0,1,0,7,1,0,0,0,['Rust'],0,0,0,0
andy31415/rust_stm32f411_demos,rust_stm32f411_demos,andy31415,User,2022-05-30T00:25:43Z,2022-11-07T18:35:30Z,1,7,master,[],Rust,0,0,1,0,21,1,0,0,0,"['Rust', 'GDB']",0,0,0,0
andy31415/sublime-matter-docker-builder,sublime-matter-docker-builder,andy31415,User,2022-01-11T02:41:28Z,2022-11-08T13:16:21Z,0,4,master,[],Python,0,0,1,0,16,1,0,0,0,['Python'],0,0,0,0
nestlabs/nlbuild-autotools,nlbuild-autotools,nestlabs,Organization,2017-06-28T15:21:12Z,2023-01-28T04:12:21Z,11,4,master,[],M4,4,0,3,37,151,10,1,0,8,"['M4', 'Makefile', 'Shell']",11,15,57,57
vansante/github-pr-labeler,github-pr-labeler,vansante,User,2019-07-17T09:45:39Z,2022-11-24T11:54:34Z,4,9,master,"['github-app', 'labeling', 'labeling-tool', 'probot', 'probot-app', 'pull-request']",JavaScript,0,0,1,0,22,1,0,0,2,"['JavaScript', 'Shell']",0,0,7,7
GoogleCloudPlatform/cloud-build-samples,cloud-build-samples,GoogleCloudPlatform,Organization,2021-03-04T21:25:11Z,2023-02-16T17:51:12Z,708,108,main,['samples'],Java,3,1,4,0,289,9,0,0,20,"['Java', 'HCL', 'Shell', 'Python', 'Dockerfile', 'JavaScript']",40,43,140,141
mspang/inapt,inapt,mspang,User,2009-12-23T04:46:26Z,2017-01-23T14:44:07Z,2,3,master,[],C++,0,0,1,0,106,3,0,0,3,"['C++', 'C']",0,0,4,4
mspang/mntfs,mntfs,mspang,User,2011-04-05T03:25:16Z,2014-02-03T14:19:24Z,0,1,master,[],C,0,0,1,0,3,2,0,0,0,['C'],0,0,0,0
mspang/mkcrt,mkcrt,mspang,User,2011-04-08T23:55:05Z,2013-10-30T08:53:11Z,0,1,master,[],,0,0,1,0,1,2,0,0,0,[],0,0,0,0
neuros/u-boot,u-boot,neuros,User,2008-09-11T22:53:21Z,2022-10-19T11:38:15Z,7,17,master,[],C,0,0,2,0,4453,9,0,0,20,['C'],0,0,0,0
catapult-project/catapult,catapult,catapult-project,Organization,2015-04-14T17:49:05Z,2023-02-17T04:16:22Z,567,1829,main,[],HTML,1000,12,5,0,17378,160,0,0,251,"['HTML', 'Python', 'JavaScript', 'Go', 'C++', 'CSS']",3579,4579,28,40
Damian-Nordic/matter-tips,matter-tips,Damian-Nordic,User,2022-10-26T13:51:14Z,2022-11-03T15:46:04Z,0,1,master,[],,0,0,1,0,1,1,0,0,0,[],0,0,0,0
zephyrproject-rtos/zephyr,zephyr,zephyrproject-rtos,Organization,2016-05-26T17:54:19Z,2023-02-19T15:17:05Z,4572,7293,main,"['bluetooth', 'bluetooth-le', 'embedded', 'embedded-c', 'iot', 'mcu', 'microcontroller', 'real-time', 'rtos', 'zephyr', 'zephyr-rtos', 'zephyros']",C,1500,604,169,172,75026,380,106,0,1468,"['C', 'Python', 'CMake', 'Assembly', 'Perl', 'Shell']",15360,16860,36586,37190
nrfconnect/sdk-nrf,sdk-nrf,nrfconnect,Organization,2018-02-14T13:50:55Z,2023-02-19T10:04:03Z,935,603,main,[],C,0,132,28,79,13301,83,26,0,320,"['C', 'Python', 'CMake', 'ZAP', 'C++', 'Perl']",10221,10221,10221,10353
nrfconnect/sdk-nrfxlib,sdk-nrfxlib,nrfconnect,Organization,2018-09-21T11:46:24Z,2023-02-13T10:29:57Z,250,86,main,[],C,0,18,14,66,1107,61,14,0,117,"['C', 'CMake']",893,893,893,911
nrfconnect/sdk-connectedhomeip,sdk-connectedhomeip,nrfconnect,Organization,2020-12-08T10:50:54Z,2023-02-10T05:06:17Z,29,33,master,[],C++,0,2,8,42,10807,56,22,0,356,"['C++', 'Python', 'C', 'Objective-C', 'ZAP', 'Objective-C++']",215,215,215,217
openweave/happy,happy,openweave,Organization,2017-08-30T18:24:22Z,2022-04-17T16:00:44Z,22,41,master,[],Python,6,1,8,0,69,17,0,0,10,"['Python', 'Shell', 'Makefile']",9,15,32,33
openthread/openthread,openthread,openthread,Organization,2016-04-08T20:47:41Z,2023-02-17T21:34:01Z,988,3075,main,"['embedded', 'google', 'hacktoberfest', 'ieee-802154', 'internet-of-things', 'iot', 'ipv6', 'mesh-networks', 'nest', 'openthread', 'wireless']",C++,79,32,1,5,6989,214,5,0,187,"['C++', 'Python', 'C', 'Shell', 'Makefile', 'CMake']",1359,1438,6972,7004
Orange-OpenSource/pandoc-terminal-writer,pandoc-terminal-writer,Orange-OpenSource,Organization,2018-08-16T17:29:42Z,2023-01-27T20:02:09Z,5,30,master,"['cyberpunk', 'document-reader', 'pandoc', 'terminal-based']",Lua,0,0,1,0,21,12,0,0,3,['Lua'],1,1,4,4
kpschoedel/actiontest,actiontest,kpschoedel,User,2021-11-15T16:08:56Z,2021-11-18T21:31:52Z,1,0,main,[],Shell,0,1,1,0,15,0,0,0,2,['Shell'],0,0,3,4
kghost/bilibili-area-limit,bilibili-area-limit,kghost,User,2019-04-15T20:06:22Z,2023-02-11T09:33:28Z,35,379,master,[],JavaScript,9,5,7,0,53,10,0,0,3,['JavaScript'],13,22,19,24
kghost/ics-openvpn,ics-openvpn,kghost,User,2012-03-11T11:42:37Z,2022-07-27T23:06:51Z,54,91,master,[],Java,0,0,1,0,29,14,0,0,0,"['Java', 'C']",4,4,0,0
lxqt/qterminal,qterminal,lxqt,Organization,2012-02-21T14:19:12Z,2023-02-19T15:15:13Z,138,499,master,[],C++,94,6,11,15,995,41,14,0,174,"['C++', 'CMake', 'C', 'Shell']",349,443,583,589
kghost/th123_toolset,th123_toolset,kghost,User,2012-01-11T17:12:05Z,2023-02-02T01:18:35Z,0,11,master,[],,0,0,1,0,5,3,0,0,0,[],0,0,0,0
CyanogenMod/android_device_motorola_victara,android_device_motorola_victara,CyanogenMod,Organization,2014-12-29T17:13:56Z,2023-01-12T23:06:07Z,70,27,cm-14.1,[],C,0,0,10,0,526,26,0,0,32,"['C', 'C++', 'Java', 'Makefile', 'Shell', 'Objective-C']",8,8,8,8
kghost/VirtualWebcam,VirtualWebcam,kghost,User,2011-12-27T16:33:41Z,2022-08-20T04:07:26Z,4,7,master,[],C++,0,0,1,0,5,3,0,0,0,"['C++', 'C']",0,0,0,0
trezor/cython-hidapi,cython-hidapi,trezor,Organization,2013-03-10T11:41:36Z,2023-02-16T22:03:40Z,104,231,master,[],Cython,10,3,4,17,185,20,0,0,35,"['Cython', 'Python']",95,105,40,43
kmackay/micro-ecc,micro-ecc,kmackay,User,2013-05-05T16:29:20Z,2023-02-18T09:43:29Z,401,1067,master,[],PHP,28,5,4,2,224,84,2,0,21,"['PHP', 'C++', 'C', 'Python']",135,163,35,40
openweave/openweave-esp32-demo,openweave-esp32-demo,openweave,Organization,2018-08-17T23:06:42Z,2023-01-12T15:35:07Z,9,24,master,[],C++,1,1,3,0,60,12,0,0,4,"['C++', 'Shell', 'Makefile', 'C']",6,7,7,8
zephyrproject-rtos/openthread,openthread,zephyrproject-rtos,Organization,2019-07-23T09:18:08Z,2023-02-09T11:27:46Z,30,22,main,"['module', 'networking']",C++,0,1,2,0,6926,7,0,0,179,"['C++', 'Python', 'C', 'Makefile', 'Shell', 'CMake']",77,77,77,78
zephyrproject-rtos/west,west,zephyrproject-rtos,Organization,2018-05-23T13:56:05Z,2023-02-17T09:11:22Z,96,135,main,"['build-tool', 'debugging', 'flashing', 'repository-management', 'zephyr']",Python,39,2,10,50,791,25,5,0,28,['Python'],226,265,343,345
tcarmelveilleux/dcc6502,dcc6502,tcarmelveilleux,User,2014-07-23T17:44:07Z,2023-02-11T14:28:53Z,11,40,master,[],C,1,1,1,3,24,2,2,0,2,"['C', 'Makefile']",1,2,2,3
tcarmelveilleux/bmat8641,bmat8641,tcarmelveilleux,User,2012-01-27T00:38:37Z,2021-07-16T13:25:57Z,1,5,master,[],C,0,0,1,0,1,1,0,0,0,"['C', 'Assembly']",0,0,0,0
tcarmelveilleux/EAGLE_tentech,EAGLE_tentech,tcarmelveilleux,User,2012-01-20T00:45:14Z,2020-12-16T16:58:30Z,2,1,master,[],Python,0,0,1,0,1,1,0,0,0,"['Python', 'Shell']",0,0,0,0
tcarmelveilleux/NixieClock,NixieClock,tcarmelveilleux,User,2012-01-20T01:03:56Z,2020-12-16T16:58:30Z,0,1,master,[],Assembly,0,0,1,0,1,1,0,0,0,['Assembly'],0,0,0,0
smhanov/jzbuild,jzbuild,smhanov,User,2010-07-28T00:04:38Z,2021-11-18T16:49:38Z,6,37,master,[],Python,5,0,3,0,60,5,0,0,0,['Python'],3,8,0,0
tcarmelveilleux/coffeepi,coffeepi,tcarmelveilleux,User,2016-01-09T02:50:35Z,2020-12-16T16:58:29Z,0,1,master,[],Python,0,0,1,0,3,1,0,0,0,"['Python', 'Shell']",0,0,0,0
openweave/openweave-wdlc,openweave-wdlc,openweave,Organization,2019-07-01T00:20:56Z,2021-09-20T15:55:32Z,8,1,master,[],Python,11,1,2,4,76,8,0,0,5,"['Python', 'Makefile', 'C++', 'Shell', 'C', 'M4', 'NASL']",6,17,26,27
mrjerryjohns/weave-demo-apps,weave-demo-apps,mrjerryjohns,User,2020-08-24T22:07:25Z,2020-08-24T22:12:15Z,0,0,master,[],C++,0,0,1,0,1,1,0,0,0,"['C++', 'C', 'Makefile', 'CSS']",0,0,0,0
mrjerryjohns/repl-docker,repl-docker,mrjerryjohns,User,2021-12-28T00:49:28Z,2022-01-06T22:34:47Z,0,0,master,[],Jupyter Notebook,0,0,1,0,24,1,0,0,0,"['Jupyter Notebook', 'HTML']",0,0,0,0
SiliconLabs/Gecko_SDK_discontinued,Gecko_SDK_discontinued,SiliconLabs,Organization,2016-06-17T14:31:39Z,2022-06-07T17:16:39Z,53,71,master,[],,0,0,1,8,3,29,8,0,2,[],3,3,3,3
SiliconLabs/gecko_sdk,gecko_sdk,SiliconLabs,Organization,2021-08-05T19:51:11Z,2023-02-18T15:09:55Z,79,186,gsdk_4.2,[],C,22,5,4,10,4,42,10,0,3,"['C', 'Python', 'Assembly', 'ZAP', 'Jinja', 'HTML']",4,26,3,8
hank820/ambd_sdk_with_chip_non_NDA,ambd_sdk_with_chip_non_NDA,hank820,User,2021-04-26T03:30:57Z,2023-01-14T01:29:59Z,10,1,master,[],C,0,0,5,0,35,2,0,0,3,"['C', 'Assembly', 'Java', 'Objective-C', 'Makefile', 'C++']",0,0,0,0
hank820/ambz2_sdk,ambz2_sdk,hank820,User,2021-07-01T04:55:07Z,2022-11-04T07:57:16Z,34,7,matter,[],C,0,0,40,0,220,2,0,0,0,[],0,0,0,0
apple/HomeKitADK,HomeKitADK,apple,Organization,2019-12-11T17:37:22Z,2023-02-19T15:15:55Z,236,2453,master,[],C,35,2,1,0,57,144,0,0,16,"['C', 'Shell', 'Objective-C']",32,67,55,57
rgoliver/test,test,rgoliver,User,2014-02-23T15:51:36Z,2014-02-23T15:51:36Z,0,0,master,[],,1,0,1,0,1,1,0,0,0,[],0,1,0,0
NordicSemiconductor/pc-nrfutil,pc-nrfutil,NordicSemiconductor,Organization,2015-05-21T13:29:02Z,2023-02-11T14:02:38Z,248,361,master,[],Python,0,0,44,47,638,53,26,0,55,"['Python', 'Gherkin']",148,148,241,241
arkq/bluez-alsa,bluez-alsa,arkq,User,2016-08-18T20:56:32Z,2023-02-12T09:15:29Z,168,740,master,"['alsa', 'audio', 'bluetooth', 'bluez', 'linux']",C,10,6,3,11,824,43,0,0,20,"['C', 'M4', 'Shell', 'Makefile', 'Python']",437,447,131,137
arkq/cmusfm,cmusfm,arkq,User,2014-03-30T09:19:03Z,2023-02-14T06:52:08Z,7,209,master,"['cmus', 'last-fm', 'libre-fm', 'scrobble']",C,3,1,1,10,88,5,0,0,4,"['C', 'M4']",40,43,6,7
arkq/openaptx,openaptx,arkq,User,2017-11-01T10:31:14Z,2023-02-11T02:13:50Z,16,108,master,"['aptx', 'aptx-hd', 'library', 'reverse-engineering']",C,2,1,1,3,50,14,0,0,0,"['C', 'CMake', 'GDB']",6,8,0,1
arkq/flake8-requirements,flake8-requirements,arkq,User,2017-11-30T06:38:37Z,2023-01-27T19:43:17Z,17,34,master,"['flake8', 'flake8-plugin']",Python,9,0,1,27,75,4,0,0,18,['Python'],28,37,36,36
mgumz/alock,alock,mgumz,User,2014-11-23T20:07:07Z,2022-07-01T21:22:36Z,9,8,master,[],C,0,1,1,1,158,3,1,0,6,"['C', 'M4', 'Makefile']",1,1,1,2
arkq/kindle-env,kindle-env,arkq,User,2016-02-07T19:43:30Z,2022-11-13T22:58:02Z,6,27,master,"['cross-compiler-toolchain', 'development-environment', 'kindle']",Shell,0,0,1,0,26,5,0,0,0,"['Shell', 'BitBake', 'PHP']",0,0,0,0
jeremyjh/ESP32_TFT_library,ESP32_TFT_library,jeremyjh,User,2019-09-14T20:35:57Z,2023-01-23T18:06:22Z,217,38,master,[],C,0,0,1,0,67,7,0,0,0,[],17,17,10,10
sharadb-amazon/playground,playground,sharadb-amazon,User,2021-05-26T21:38:05Z,2021-06-25T07:03:50Z,0,0,main,[],C++,0,0,2,0,3,1,0,0,0,['C++'],0,0,1,1
doru91/linux-stable,linux-stable,doru91,User,2017-02-10T12:38:06Z,2017-05-16T01:17:55Z,0,1,master,[],C,0,0,2,0,546744,4,0,0,5001,"['C', 'C++', 'Assembly', 'Makefile', 'Objective-C', 'Perl']",0,0,0,0
doru91/RedmineIssues,RedmineIssues,doru91,User,2015-04-10T10:33:28Z,2015-04-17T10:29:23Z,0,0,master,[],Java,0,0,1,0,4,2,0,0,0,['Java'],0,0,0,0
doru91/MPTCP_UML,MPTCP_UML,doru91,User,2015-10-31T21:41:46Z,2015-10-31T21:41:46Z,0,0,master,[],,0,0,0,0,0,0,0,0,0,[],0,0,0,0
doru91/wcn36xx,wcn36xx,doru91,User,2016-08-12T14:38:02Z,2016-08-12T14:39:18Z,1,0,master,[],C,0,0,1,0,462,2,0,0,11,"['C', 'C++']",0,0,0,0
cooldudezach/android_kernel_zte_msm8930,android_kernel_zte_msm8930,cooldudezach,User,2013-12-31T10:07:21Z,2014-01-02T06:42:58Z,2,0,master,[],C,1,0,2,0,1,1,0,0,0,"['C', 'Assembly', 'C++', 'Objective-C', 'Perl', 'Shell']",0,1,0,0
manjunath-grl/GitHooks,GitHooks,manjunath-grl,User,2022-11-17T09:00:32Z,2022-11-23T06:35:49Z,0,0,upstream,[],JavaScript,0,1,2,0,36,1,0,0,2,"['JavaScript', 'CSS', 'HTML', 'Python', 'C#', 'Shell']",0,0,7,8
kuju63/pre-commit-hooks-dotnet-core,pre-commit-hooks-dotnet-core,kuju63,User,2020-03-12T16:42:47Z,2022-11-12T13:52:17Z,1,5,master,"['dotnet-core', 'formatting', 'pre-commit-hook', 'test']",Shell,1,0,1,3,7,1,3,0,0,['Shell'],4,5,4,4
DovAmir/awesome-design-patterns,awesome-design-patterns,DovAmir,User,2018-06-04T17:47:48Z,2023-02-19T14:13:18Z,2276,28143,master,"['architecture', 'awesome', 'awesome-list', 'cloud-computing', 'design-patterns', 'gof-patterns', 'lists', 'microservices', 'resources']",,4,8,1,0,104,663,0,0,29,[],4,8,40,48
facebook/watchman,watchman,facebook,Organization,2012-11-29T23:35:52Z,2023-02-19T13:35:23Z,945,11533,main,[],C++,136,21,15,199,11452,271,121,0,230,"['C++', 'Python', 'Rust', 'Java', 'CMake', 'Thrift']",500,636,424,445
krypton36/krypton36.github.io,krypton36.github.io,krypton36,User,2016-07-30T19:57:18Z,2016-07-31T03:56:27Z,0,0,master,[],HTML,0,0,1,0,46,1,0,0,0,"['HTML', 'PHP', 'CSS', 'JavaScript']",0,0,0,0
krypton36/Connect-Four,Connect-Four,krypton36,User,2016-07-31T18:22:32Z,2016-07-31T18:26:32Z,0,0,master,[],C,0,0,1,0,15,1,0,0,0,"['C', 'Makefile']",0,0,0,0
krypton36/Klotski-Solver,Klotski-Solver,krypton36,User,2016-07-31T21:45:56Z,2016-07-31T21:46:16Z,0,0,master,[],C,0,0,1,0,1,1,0,0,0,"['C', 'Makefile']",0,0,0,0
krypton36/data-structures-java,data-structures-java,krypton36,User,2016-08-01T01:15:20Z,2016-08-01T01:44:23Z,0,0,master,[],Java,0,0,1,0,1,2,0,0,0,['Java'],0,0,0,0
openthread/ot-qorvo,ot-qorvo,openthread,Organization,2021-03-24T22:05:03Z,2022-12-14T23:37:42Z,10,3,main,['openthread'],C,1,0,1,0,450,13,0,0,8,"['C', 'CMake', 'Shell', 'C++']",2,3,458,458
Qorvo/qpg-openthread,qpg-openthread,Qorvo,Organization,2020-12-14T10:15:54Z,2022-01-10T15:07:43Z,7,0,master,"['openthread-application', 'qorvo', 'thread-device']",,0,0,1,0,21,4,0,0,3,[],12,12,12,12
espressif/esp-idf,esp-idf,espressif,Organization,2016-08-17T10:40:35Z,2023-02-19T04:10:26Z,6202,9981,master,[],C,1300,130,17,111,28187,490,89,0,668,"['C', 'Python', 'C++', 'CMake', 'Assembly', 'Shell']",7958,9258,1335,1465
openthread/ot-nrf528xx,ot-nrf528xx,openthread,Organization,2021-01-28T16:13:19Z,2023-02-07T11:33:02Z,45,28,main,['openthread'],C,4,2,1,0,466,15,0,0,19,"['C', 'CMake', 'Shell']",31,35,475,477
openthread/ot-br-posix,ot-br-posix,openthread,Organization,2017-05-10T16:31:06Z,2023-02-13T17:52:21Z,179,283,main,"['avahi', 'border-router', 'google', 'hacktoberfest', 'internet-of-things', 'iot', 'iot-gateway', 'ipv6', 'nest', 'openthread', 'tayga', 'thread-protocol', 'wpantund']",C++,42,10,4,1,1166,47,1,0,61,"['C++', 'Shell', 'CMake', 'HTML', 'JavaScript', 'CSS']",353,395,1351,1361
espressif/esp-matter,esp-matter,espressif,Organization,2022-05-18T10:02:59Z,2023-02-16T16:12:07Z,62,269,main,[],C++,31,3,4,0,542,21,0,0,16,"['C++', 'C', 'Python']",178,209,10,13
espressif/arduino-esp32,arduino-esp32,espressif,Organization,2016-10-06T06:04:20Z,2023-02-19T15:01:37Z,6450,10167,master,"['arduino', 'esp-idf', 'esp32', 'platformio']",C,359,49,10,41,2038,472,40,0,596,"['C', 'C++']",5198,5557,2037,2086
espressif/esp32-arduino-lib-builder,esp32-arduino-lib-builder,espressif,Organization,2019-03-12T11:01:28Z,2023-02-14T14:53:44Z,79,98,master,[],C,15,4,4,0,146,12,0,0,17,"['C', 'Shell', 'Python', 'CMake']",34,49,52,56
sweetymhaiske/my-first-repo,my-first-repo,sweetymhaiske,User,2020-07-22T02:01:06Z,2020-07-22T02:53:05Z,0,0,master,[],,0,0,1,0,1,1,0,0,0,[],0,0,0,0
seankross/the-unix-workbench,the-unix-workbench,seankross,User,2016-10-11T19:41:56Z,2023-02-15T11:55:06Z,2212,1204,master,"['cc0', 'unix']",CSS,10,331,3,0,2301,17,0,0,807,"['CSS', 'HTML', 'TeX']",6,16,998,1329
gerickson/opencflite,opencflite,gerickson,User,2021-06-09T23:20:44Z,2023-01-14T03:29:45Z,0,10,main,[],C,3,0,4,18,269,3,17,0,2,"['C', 'C++', 'Objective-C', 'Makefile', 'Shell', 'Objective-C++']",56,59,59,59
gerickson/cstyle,cstyle,gerickson,User,2017-06-07T18:18:46Z,2022-08-14T23:58:15Z,0,1,master,[],C++,0,0,1,0,7,2,0,0,0,"['C++', 'Perl', 'Makefile', 'Objective-C++']",0,0,3,3
gerickson/openhlx,openhlx,gerickson,User,2021-05-21T18:32:53Z,2022-01-05T22:42:00Z,0,1,main,[],C++,2,0,6,7,732,1,6,0,0,"['C++', 'Makefile']",10,12,10,10
gerickson/openhlx-ios,openhlx-ios,gerickson,User,2021-06-02T05:08:25Z,2022-01-06T18:05:43Z,0,1,main,[],Objective-C++,1,0,3,1,31,1,0,0,0,"['Objective-C++', 'Objective-C', 'C++', 'Shell']",1,2,2,2
gerickson/opencfnetwork,opencfnetwork,gerickson,User,2021-07-19T23:37:04Z,2021-11-15T00:46:17Z,0,1,main,[],Makefile,6,0,1,4,177,1,4,0,0,"['Makefile', 'M4', 'Shell']",7,13,8,8
dhrishi/rainmaker-ble-wifi-bridge,rainmaker-ble-wifi-bridge,dhrishi,User,2020-05-04T09:54:39Z,2022-11-07T14:01:25Z,3,9,master,[],C,0,0,1,0,10,3,0,0,2,"['C', 'CMake']",0,0,0,0
kedars/xively-js,xively-js,kedars,User,2013-10-17T10:28:39Z,2013-10-31T06:27:52Z,47,0,master,[],JavaScript,0,0,2,0,52,2,0,0,0,[],3,3,3,3
knu0313/libxively,libxively,knu0313,User,2013-05-21T05:41:50Z,2017-03-01T14:32:49Z,21,0,master,[],C,0,0,4,0,3,1,0,0,0,[],0,0,0,0
rahulgm/aws_starter_sdk,aws_starter_sdk,rahulgm,User,2015-10-28T06:57:14Z,2019-12-26T08:39:36Z,66,0,master,[],C,0,0,3,1,48,1,0,0,0,"['C', 'C++', 'Makefile', 'Python', 'Shell']",2,2,2,2
dhrishi/ez-connect-lite,ez-connect-lite,dhrishi,User,2016-08-01T09:23:31Z,2019-08-07T22:58:45Z,21,0,master,[],C,0,0,1,0,5,1,0,0,0,"['C', 'Makefile', 'C++', 'Python', 'Shell']",0,0,0,0
ARMmbed/mbed-os,mbed-os,ARMmbed,Organization,2013-02-18T15:23:11Z,2023-02-19T14:50:54Z,2884,4286,master,[],C,178,2,52,332,34456,306,125,1,684,"['C', 'Assembly', 'C++', 'Python', 'CMake', 'Makefile']",4295,4473,10888,10890
ARMmbed/wifi-ism43362,wifi-ism43362,ARMmbed,Organization,2018-02-12T13:48:04Z,2022-01-05T07:20:58Z,21,15,master,[],C++,0,0,2,1,137,15,1,0,13,"['C++', 'C', 'CMake']",36,36,59,59
mcu-tools/mcuboot,mcuboot,mcu-tools,Organization,2016-12-12T23:53:39Z,2023-02-17T23:43:09Z,528,955,main,"['bootloader', 'device', 'device-management', 'iot', 'microcontrollers', 'software', 'upgrade']",C,50,43,21,58,1939,67,0,0,146,"['C', 'Rust', 'Python', 'Assembly', 'CMake', 'Makefile']",313,363,1171,1214
ARMmbed/mbed-tools,mbed-tools,ARMmbed,Organization,2019-10-16T09:54:48Z,2023-01-24T04:49:55Z,24,41,master,"['cli', 'mbed', 'mbed-os', 'os', 'tools', 'toolset']",Python,50,1,8,117,482,53,0,0,21,['Python'],86,136,186,187
msandstedt/zcoap-pdu,zcoap-pdu,msandstedt,User,2019-11-18T12:35:39Z,2019-11-18T12:35:39Z,0,0,master,[],,0,0,0,0,0,0,0,0,0,[],0,0,0,0
SmartThingsCommunity/SmartThingsPublic,SmartThingsPublic,SmartThingsCommunity,Organization,2015-08-04T22:48:02Z,2023-02-18T10:30:47Z,91251,2459,master,"['internet-of-things', 'oauth2', 'open-source', 'smartapp', 'smartthings', 'upnp', 'zigbee', 'zwave']",Groovy,61,2500,4124,317,5151,359,0,0,187,['Groovy'],60,121,77028,79528
SiliconLabs/peripheral_examples,peripheral_examples,SiliconLabs,Organization,2018-01-09T20:13:39Z,2023-02-14T18:18:26Z,180,273,master,"['efm32', 'efr32']",C,0,0,1,0,260,40,0,0,15,['C'],111,111,8,8
csa-iot/data-model,data-model,csa-iot,Organization,2021-05-27T16:39:49Z,2022-08-19T10:14:06Z,6,5,main,[],XSLT,0,5,6,1,545,4,1,0,5,"['XSLT', 'Shell']",5,5,5,10
akesterson/shunit,shunit,akesterson,User,2012-12-20T03:24:28Z,2022-05-25T17:07:32Z,8,23,master,[],Shell,4,1,2,4,30,3,0,0,0,"['Shell', 'Makefile']",2,6,0,1
zigbee-alliance/distributed-compliance-ledger,distributed-compliance-ledger,zigbee-alliance,Organization,2020-07-13T15:42:09Z,2023-01-24T19:24:58Z,36,54,master,"['blockchain', 'cosmos-sdk', 'distributed-ledger', 'ledger', 'tendermint', 'zigbee']",TypeScript,54,6,18,16,2307,5,11,0,15,"['TypeScript', 'JavaScript', 'Go', 'Shell', 'HCL', 'Python']",96,150,276,282
nxp-imx/meta-matter,meta-matter,nxp-imx,Organization,2021-09-24T20:49:48Z,2023-02-04T23:42:08Z,10,15,master,[],BitBake,3,1,3,7,33,5,0,0,4,"['BitBake', 'Shell']",0,3,3,4
aws/amazon-freertos,amazon-freertos,aws,Organization,2017-11-09T21:53:47Z,2023-02-19T11:04:00Z,1110,2526,main,[],C,20,0,52,36,4495,231,9,0,142,"['C', 'Python', 'CMake', 'Makefile', 'Shell', 'Go']",810,830,2709,2709
praveenCY/lwip,lwip,praveenCY,User,2021-11-15T06:13:25Z,2021-11-15T06:17:32Z,0,0,STABLE-2_1_x,[],C,0,0,2,48,6296,1,0,0,0,['C'],0,0,0,0
Mbed-TLS/mbedtls,mbedtls,Mbed-TLS,Organization,2012-11-14T13:13:13Z,2023-02-19T02:23:02Z,2204,4007,development,"['crypto', 'cryptography-library', 'psa', 'ssl', 'tls']",C,978,229,149,233,23398,194,52,0,270,"['C', 'Shell', 'Python', 'Makefile', 'Jinja', 'Perl']",1958,2936,3945,4174
markus-becker-tridonic-com/mbedtls-yotta,mbedtls-yotta,markus-becker-tridonic-com,User,2015-09-21T13:27:23Z,2023-01-28T15:34:12Z,1,0,master,[],C,0,0,1,1,7,2,1,0,0,"['C', 'C++']",0,0,0,0
ARMmbed/sal-iface-eth,sal-iface-eth,ARMmbed,Organization,2015-02-13T13:36:06Z,2016-03-27T09:10:40Z,7,1,master,[],C++,2,1,2,25,57,39,0,0,5,"['C++', 'C']",1,3,10,11
ARMmbed/sal-stack-lwip,sal-stack-lwip,ARMmbed,Organization,2015-01-07T16:43:13Z,2021-05-04T16:55:07Z,14,4,master,[],C,8,0,5,46,234,43,0,0,9,"['C', 'C++', 'Python']",8,16,45,45
